order_id,customer_name,food_item,category,branch_location,payment_method,order_status,quantity,price,order_date,delivery_date,total_amount
ORD195,Pedro,Steak,Fast Food,Manila,Card,Cancelled,3,142.4502342,2024-07-14T00:00:00,2024-07-15T00:00:00,427.3507026
ORD196,Pedro,BBQ,Grilled,Laguna,Cash,Cancelled,3,312.5427327,2024-07-15T00:00:00,2024-07-16T00:00:00,937.6281981
ORD197,Juan,Burger,Fast Food,Manila,Card,Cancelled,3,258.3110719,2024-07-16T00:00:00,2024-07-17T00:00:00,774.9332156
ORD198,Jose,Pork,Fried,Manila,GCash,Pending,2,345.2607644,2024-07-17T00:00:00,2024-07-18T00:00:00,690.5215289
ORD199,Ana,BBQ,Fried,Manila,Card,Completed,4,422.2408875,2024-07-18T00:00:00,2024-07-19T00:00:00,1688.96355
ORD200,Maria,BBQ,Grilled,Laguna,Cash,Completed,1,219.8674735,2024-07-19T00:00:00,2024-07-20T00:00:00,219.8674735
ORD201,Pedro,Pork,Fried,Laguna,GCash,Cancelled,3,484.8408417,2024-07-20T00:00:00,2024-07-21T00:00:00,1454.522525
ORD202,Juan,Chicken,Fried,Manila,Card,Pending,3,314.2538002,2024-07-21T00:00:00,2024-07-22T00:00:00,942.7614007
ORD203,Juan,Steak,Fast Food,Cavite,Card,Cancelled,2,347.3163195,2024-07-22T00:00:00,2024-07-23T00:00:00,694.632639
ORD204,Ana,Chicken,Fried,Cavite,Card,Pending,4,372.2689493,2024-07-23T00:00:00,2024-07-24T00:00:00,1489.075797
ORD205,Pedro,Burger,Grilled,Laguna,GCash,Pending,3,366.6926119,2024-07-24T00:00:00,2024-07-25T00:00:00,1100.077836
ORD206,Jose,Pork,Fast Food,Laguna,GCash,Pending,2,304.3882972,2024-07-25T00:00:00,2024-07-26T00:00:00,608.7765944
ORD207,Pedro,Chicken,Fast Food,Laguna,Cash,Pending,1,271.5057164,2024-07-26T00:00:00,2024-07-27T00:00:00,271.5057164
ORD208,Ana,BBQ,Grilled,Laguna,GCash,Completed,1,121.5127857,2024-07-27T00:00:00,2024-07-28T00:00:00,121.5127857
ORD209,Ana,Burger,Fast Food,Laguna,GCash,Pending,3,108.8343381,2024-07-28T00:00:00,2024-07-29T00:00:00,326.5030144
ORD210,Pedro,Burger,Fast Food,Cavite,Card,Pending,3,243.1844778,2024-07-29T00:00:00,2024-07-30T00:00:00,729.5534334
ORD211,Ana,Chicken,Grilled,Laguna,GCash,Cancelled,4,233.4643563,2024-07-30T00:00:00,2024-07-31T00:00:00,933.857425
ORD212,Pedro,Chicken,Fast Food,Manila,Card,Cancelled,4,255.0780619,2024-07-31T00:00:00,2024-08-01T00:00:00,1020.312248
ORD213,Maria,Pork,Grilled,Manila,Card,Completed,3,155.3472804,2024-08-01T00:00:00,2024-08-02T00:00:00,466.0418411
ORD214,Pedro,Steak,Grilled,Cavite,GCash,Cancelled,2,395.2673082,2024-08-02T00:00:00,2024-08-03T00:00:00,790.5346164
ORD215,Pedro,Chicken,Fried,Manila,Cash,Pending,4,442.7857659,2024-08-03T00:00:00,2024-08-04T00:00:00,1771.143064
ORD216,Ana,Chicken,Fried,Cavite,Cash,Cancelled,3,475.4858541,2024-08-04T00:00:00,2024-08-05T00:00:00,1426.457562
ORD217,Ana,BBQ,Fast Food,Cavite,GCash,Completed,4,296.9449214,2024-08-05T00:00:00,2024-08-06T00:00:00,1187.779686
ORD218,Juan,Burger,Fast Food,Manila,Cash,Cancelled,3,380.3462797,2024-08-06T00:00:00,2024-08-07T00:00:00,1141.038839
ORD219,Juan,Steak,Grilled,Laguna,Card,Cancelled,1,442.2204494,2024-08-07T00:00:00,2024-08-08T00:00:00,442.2204494
ORD220,Maria,BBQ,Fast Food,Manila,Card,Completed,3,267.3164444,2024-08-08T00:00:00,2024-08-09T00:00:00,801.9493333
ORD221,Juan,Pork,Grilled,Manila,GCash,Completed,1,223.7651179,2024-08-09T00:00:00,2024-08-10T00:00:00,223.7651179
ORD222,Pedro,Pork,Grilled,Cavite,Cash,Pending,4,474.6898223,2024-08-10T00:00:00,2024-08-11T00:00:00,1898.759289
ORD223,Ana,Chicken,Fast Food,Manila,Cash,Cancelled,3,306.2706204,2024-08-11T00:00:00,2024-08-12T00:00:00,918.8118613
ORD224,Juan,Chicken,Grilled,Cavite,Card,Pending,4,298.9015546,2024-08-12T00:00:00,2024-08-13T00:00:00,1195.606219
ORD225,Juan,Pork,Fried,Laguna,GCash,Cancelled,1,171.3664386,2024-08-13T00:00:00,2024-08-14T00:00:00,171.3664386
ORD226,Maria,Chicken,Fast Food,Laguna,Cash,Cancelled,3,143.2620058,2024-08-14T00:00:00,2024-08-15T00:00:00,429.7860175
ORD227,Maria,Steak,Fried,Laguna,GCash,Pending,4,436.842745,2024-08-15T00:00:00,2024-08-16T00:00:00,1747.37098
ORD228,Pedro,Chicken,Fast Food,Manila,Cash,Cancelled,1,345.6532705,2024-08-16T00:00:00,2024-08-17T00:00:00,345.6532705
ORD229,Ana,Burger,Grilled,Cavite,Card,Cancelled,4,230.3298336,2024-08-17T00:00:00,2024-08-18T00:00:00,921.3193344
ORD230,Maria,Chicken,Fast Food,Laguna,Card,Cancelled,2,176.694487,2024-08-18T00:00:00,2024-08-19T00:00:00,353.3889739
ORD231,Juan,BBQ,Fried,Cavite,GCash,Completed,1,322.1989121,2024-08-19T00:00:00,2024-08-20T00:00:00,322.1989121
ORD232,Ana,Steak,Grilled,Cavite,Card,Pending,1,333.5677157,2024-08-20T00:00:00,2024-08-21T00:00:00,333.5677157
ORD233,Ana,BBQ,Fast Food,Laguna,Cash,Completed,1,182.7974405,2024-08-21T00:00:00,2024-08-22T00:00:00,182.7974405
ORD234,Juan,BBQ,Fast Food,Laguna,Card,Pending,3,440.5622992,2024-08-22T00:00:00,2024-08-23T00:00:00,1321.686897
ORD235,Maria,Burger,Fast Food,Cavite,GCash,Pending,3,133.7057465,2024-08-23T00:00:00,2024-08-24T00:00:00,401.1172394
ORD236,Juan,Steak,Fried,Laguna,GCash,Cancelled,3,242.4372341,2024-08-24T00:00:00,2024-08-25T00:00:00,727.3117022
ORD237,Ana,Steak,Fried,Cavite,GCash,Pending,2,372.1537655,2024-08-25T00:00:00,2024-08-26T00:00:00,744.307531
ORD238,Jose,Steak,Fast Food,Cavite,Cash,Completed,2,209.6481455,2024-08-26T00:00:00,2024-08-27T00:00:00,419.2962911
ORD239,Jose,Steak,Grilled,Laguna,Cash,Completed,1,431.0700779,2024-08-27T00:00:00,2024-08-28T00:00:00,431.0700779
ORD240,Pedro,Steak,Grilled,Manila,Cash,Completed,2,395.9471306,2024-08-28T00:00:00,2024-08-29T00:00:00,791.8942613
ORD241,Juan,Burger,Fried,Laguna,Cash,Pending,4,415.6091378,2024-08-29T00:00:00,2024-08-30T00:00:00,1662.436551
ORD242,Juan,Chicken,Grilled,Manila,Cash,Completed,1,147.6426144,2024-08-30T00:00:00,2024-08-31T00:00:00,147.6426144
ORD243,Pedro,BBQ,Fried,Cavite,Card,Pending,1,156.2188512,2024-08-31T00:00:00,2024-09-01T00:00:00,156.2188512
ORD244,Pedro,Steak,Fast Food,Cavite,Cash,Completed,4,214.5894951,2024-09-01T00:00:00,2024-09-02T00:00:00,858.3579804
ORD245,Pedro,Chicken,Fried,Manila,Cash,Completed,1,307.2308661,2024-09-02T00:00:00,2024-09-03T00:00:00,307.2308661
ORD246,Ana,Chicken,Fried,Cavite,Card,Pending,2,399.2064307,2024-09-03T00:00:00,2024-09-04T00:00:00,798.4128614
ORD247,Juan,BBQ,Fast Food,Manila,Cash,Completed,3,434.6123563,2024-09-04T00:00:00,2024-09-05T00:00:00,1303.837069
ORD248,Ana,Burger,Grilled,Manila,GCash,Cancelled,4,381.7341264,2024-09-05T00:00:00,2024-09-06T00:00:00,1526.936506
ORD249,Pedro,Pork,Fried,Cavite,Cash,Pending,2,471.4387526,2024-09-06T00:00:00,2024-09-07T00:00:00,942.8775052
ORD250,Juan,Pork,Fried,Manila,Cash,Pending,4,395.4974038,2024-09-07T00:00:00,2024-09-08T00:00:00,1581.989615
ORD251,Ana,Chicken,Fast Food,Laguna,GCash,Pending,4,222.5071548,2024-09-08T00:00:00,2024-09-09T00:00:00,890.0286192
ORD252,Ana,BBQ,Grilled,Laguna,GCash,Cancelled,1,206.0325137,2024-09-09T00:00:00,2024-09-10T00:00:00,206.0325137
ORD253,Pedro,Pork,Fried,Cavite,GCash,Pending,1,378.4769801,2024-09-10T00:00:00,2024-09-11T00:00:00,378.4769801
ORD254,Juan,Chicken,Fast Food,Cavite,GCash,Completed,2,177.1482275,2024-09-11T00:00:00,2024-09-12T00:00:00,354.296455
ORD255,Pedro,Burger,Fried,Manila,Cash,Completed,4,137.0859243,2024-09-12T00:00:00,2024-09-13T00:00:00,548.3436973
ORD256,Juan,Pork,Fast Food,Manila,GCash,Completed,1,312.8891499,2024-09-13T00:00:00,2024-09-14T00:00:00,312.8891499
ORD257,Jose,Chicken,Grilled,Manila,GCash,Pending,1,428.6566279,2024-09-14T00:00:00,2024-09-15T00:00:00,428.6566279
ORD258,Maria,Chicken,Grilled,Manila,Card,Completed,4,140.551937,2024-09-15T00:00:00,2024-09-16T00:00:00,562.207748
ORD259,Maria,Steak,Grilled,Laguna,GCash,Pending,2,416.7565295,2024-09-16T00:00:00,2024-09-17T00:00:00,833.513059
ORD260,Maria,Burger,Grilled,Laguna,GCash,Completed,2,424.6288017,2024-09-17T00:00:00,2024-09-18T00:00:00,849.2576035
ORD261,Pedro,Steak,Fried,Cavite,Card,Cancelled,4,292.9096,2024-09-18T00:00:00,2024-09-19T00:00:00,1171.6384
ORD262,Jose,BBQ,Fried,Manila,Card,Cancelled,2,122.924124,2024-09-19T00:00:00,2024-09-20T00:00:00,245.848248
ORD263,Juan,Steak,Grilled,Manila,Cash,Cancelled,1,169.8359405,2024-09-20T00:00:00,2024-09-21T00:00:00,169.8359405
ORD264,Ana,Steak,Grilled,Cavite,Card,Cancelled,4,382.9705101,2024-09-21T00:00:00,2024-09-22T00:00:00,1531.88204
ORD265,Juan,Pork,Grilled,Manila,Cash,Pending,1,384.711178,2024-09-22T00:00:00,2024-09-23T00:00:00,384.711178
ORD266,Ana,Chicken,Fried,Manila,Card,Completed,3,459.3421101,2024-09-23T00:00:00,2024-09-24T00:00:00,1378.02633
ORD267,Juan,Burger,Grilled,Manila,Card,Cancelled,3,333.0744586,2024-09-24T00:00:00,2024-09-25T00:00:00,999.2233759
ORD268,Jose,Steak,Grilled,Manila,Cash,Pending,2,149.6429471,2024-09-25T00:00:00,2024-09-26T00:00:00,299.2858942
ORD269,Ana,Burger,Grilled,Manila,Card,Cancelled,3,148.5659622,2024-09-26T00:00:00,2024-09-27T00:00:00,445.6978866
ORD270,Pedro,Steak,Fast Food,Cavite,Cash,Cancelled,1,388.4529429,2024-09-27T00:00:00,2024-09-28T00:00:00,388.4529429
ORD271,Juan,BBQ,Grilled,Manila,Card,Pending,3,173.513866,2024-09-28T00:00:00,2024-09-29T00:00:00,520.5415981
ORD272,Juan,Steak,Fast Food,Cavite,GCash,Pending,1,231.3541998,2024-09-29T00:00:00,2024-09-30T00:00:00,231.3541998
ORD273,Ana,Pork,Fast Food,Manila,Card,Completed,2,294.8848028,2024-09-30T00:00:00,2024-10-01T00:00:00,589.7696055
ORD274,Pedro,Chicken,Grilled,Laguna,Cash,Completed,2,109.905951,2024-10-01T00:00:00,2024-10-02T00:00:00,219.8119021
ORD275,Pedro,BBQ,Fast Food,Laguna,Card,Cancelled,1,199.5276108,2024-10-02T00:00:00,2024-10-03T00:00:00,199.5276108
ORD276,Jose,Steak,Grilled,Laguna,Cash,Cancelled,3,263.1558434,2024-10-03T00:00:00,2024-10-04T00:00:00,789.4675302
ORD277,Pedro,Burger,Fried,Laguna,Cash,Completed,2,211.8545274,2024-10-04T00:00:00,2024-10-05T00:00:00,423.7090548
ORD278,Pedro,BBQ,Fried,Cavite,GCash,Completed,4,154.548131,2024-10-05T00:00:00,2024-10-06T00:00:00,618.1925239
ORD279,Pedro,BBQ,Fried,Cavite,GCash,Pending,2,391.2049031,2024-10-06T00:00:00,2024-10-07T00:00:00,782.4098062
ORD280,Maria,Steak,Fried,Manila,Cash,Completed,3,425.2590621,2024-10-07T00:00:00,2024-10-08T00:00:00,1275.777186
ORD281,Jose,BBQ,Fast Food,Laguna,Card,Completed,4,202.9915905,2024-10-08T00:00:00,2024-10-09T00:00:00,811.9663618
ORD282,Juan,Burger,Grilled,Cavite,Cash,Cancelled,3,409.7677978,2024-10-09T00:00:00,2024-10-10T00:00:00,1229.303394
ORD283,Ana,BBQ,Grilled,Manila,Cash,Completed,1,254.2214258,2024-10-10T00:00:00,2024-10-11T00:00:00,254.2214258
ORD284,Juan,Burger,Grilled,Manila,Card,Cancelled,4,302.6743163,2024-10-11T00:00:00,2024-10-12T00:00:00,1210.697265
ORD285,Jose,Steak,Fried,Cavite,Card,Completed,3,442.40043,2024-10-12T00:00:00,2024-10-13T00:00:00,1327.20129
ORD286,Ana,Chicken,Fried,Laguna,Card,Pending,4,399.9814727,2024-10-13T00:00:00,2024-10-14T00:00:00,1599.925891
ORD287,Jose,BBQ,Grilled,Manila,Card,Completed,3,422.0467405,2024-10-14T00:00:00,2024-10-15T00:00:00,1266.140222
ORD288,Pedro,Chicken,Fried,Laguna,Cash,Completed,4,154.7380666,2024-10-15T00:00:00,2024-10-16T00:00:00,618.9522665
ORD289,Ana,Burger,Grilled,Laguna,Cash,Completed,3,127.8877703,2024-10-16T00:00:00,2024-10-17T00:00:00,383.663311
ORD290,Pedro,BBQ,Grilled,Laguna,GCash,Cancelled,1,457.3618916,2024-10-17T00:00:00,2024-10-18T00:00:00,457.3618916
ORD291,Juan,Pork,Grilled,Manila,Cash,Pending,4,255.1337078,2024-10-18T00:00:00,2024-10-19T00:00:00,1020.534831
ORD292,Juan,Chicken,Grilled,Laguna,Card,Completed,4,215.1518712,2024-10-19T00:00:00,2024-10-20T00:00:00,860.6074849
ORD293,Ana,BBQ,Grilled,Manila,GCash,Cancelled,4,389.8785017,2024-10-20T00:00:00,2024-10-21T00:00:00,1559.514007
ORD294,Ana,Chicken,Grilled,Laguna,Card,Pending,4,434.5662386,2024-10-21T00:00:00,2024-10-22T00:00:00,1738.264955
ORD295,Jose,BBQ,Grilled,Manila,Cash,Cancelled,1,444.9958488,2024-10-22T00:00:00,2024-10-23T00:00:00,444.9958488
ORD296,Jose,Steak,Fried,Laguna,GCash,Cancelled,4,226.3988565,2024-10-23T00:00:00,2024-10-24T00:00:00,905.5954258
ORD297,Pedro,Chicken,Grilled,Cavite,Card,Pending,2,440.8849565,2024-10-24T00:00:00,2024-10-25T00:00:00,881.769913
ORD298,Ana,Pork,Grilled,Laguna,GCash,Completed,1,116.3735777,2024-10-25T00:00:00,2024-10-26T00:00:00,116.3735777
ORD299,Juan,Pork,Fried,Laguna,GCash,Cancelled,2,119.8645966,2024-10-26T00:00:00,2024-10-27T00:00:00,239.7291932
ORD300,Jose,Burger,Fried,Manila,Cash,Cancelled,4,349.4076781,2024-10-27T00:00:00,2024-10-28T00:00:00,1397.630712
ORD301,Jose,BBQ,Fried,Manila,Card,Completed,3,125.2425476,2024-10-28T00:00:00,2024-10-29T00:00:00,375.7276429
ORD302,Juan,Chicken,Grilled,Laguna,GCash,Completed,2,229.8436674,2024-10-29T00:00:00,2024-10-30T00:00:00,459.6873348
ORD303,Jose,Burger,Fast Food,Cavite,GCash,Pending,4,369.1023945,2024-10-30T00:00:00,2024-10-31T00:00:00,1476.409578
ORD304,Pedro,Chicken,Fast Food,Cavite,Card,Pending,2,234.9067584,2024-10-31T00:00:00,2024-11-01T00:00:00,469.8135168
ORD305,Ana,BBQ,Fried,Manila,GCash,Pending,4,171.8399126,2024-11-01T00:00:00,2024-11-02T00:00:00,687.3596503
ORD306,Juan,Pork,Fast Food,Cavite,GCash,Completed,4,212.5402487,2024-11-02T00:00:00,2024-11-03T00:00:00,850.160995
ORD307,Ana,Steak,Fried,Laguna,GCash,Cancelled,4,283.0301329,2024-11-03T00:00:00,2024-11-04T00:00:00,1132.120532
ORD308,Jose,Pork,Grilled,Manila,Card,Cancelled,3,290.1543421,2024-11-04T00:00:00,2024-11-05T00:00:00,870.4630264
ORD309,Jose,Burger,Fast Food,Laguna,Card,Pending,2,413.2000925,2024-11-05T00:00:00,2024-11-06T00:00:00,826.4001851
ORD310,Juan,Steak,Grilled,Manila,Card,Completed,1,400.0612918,2024-11-06T00:00:00,2024-11-07T00:00:00,400.0612918
ORD311,Pedro,Burger,Fast Food,Manila,Card,Cancelled,1,282.7271218,2024-11-07T00:00:00,2024-11-08T00:00:00,282.7271218
ORD312,Maria,BBQ,Grilled,Manila,Cash,Pending,1,438.2669396,2024-11-08T00:00:00,2024-11-09T00:00:00,438.2669396
ORD313,Juan,Steak,Fast Food,Manila,GCash,Cancelled,1,145.6948554,2024-11-09T00:00:00,2024-11-10T00:00:00,145.6948554
ORD314,Maria,Burger,Grilled,Cavite,Card,Cancelled,4,202.1413401,2024-11-10T00:00:00,2024-11-11T00:00:00,808.5653604
ORD315,Maria,BBQ,Grilled,Laguna,GCash,Completed,2,431.1905854,2024-11-11T00:00:00,2024-11-12T00:00:00,862.3811708
ORD316,Pedro,Pork,Fast Food,Laguna,GCash,Completed,2,251.1976155,2024-11-12T00:00:00,2024-11-13T00:00:00,502.3952309
ORD317,Maria,BBQ,Grilled,Laguna,Cash,Cancelled,3,492.4726235,2024-11-13T00:00:00,2024-11-14T00:00:00,1477.417871
ORD318,Maria,Chicken,Grilled,Manila,Card,Pending,2,286.5013126,2024-11-14T00:00:00,2024-11-15T00:00:00,573.0026252
ORD319,Pedro,BBQ,Grilled,Cavite,Card,Completed,2,416.7742492,2024-11-15T00:00:00,2024-11-16T00:00:00,833.5484984
ORD320,Maria,BBQ,Fast Food,Laguna,GCash,Cancelled,2,260.9228166,2024-11-16T00:00:00,2024-11-17T00:00:00,521.8456331
ORD321,Maria,Chicken,Fast Food,Cavite,Card,Completed,3,269.9814076,2024-11-17T00:00:00,2024-11-18T00:00:00,809.9442229
ORD322,Maria,Burger,Grilled,Manila,GCash,Completed,1,253.1532589,2024-11-18T00:00:00,2024-11-19T00:00:00,253.1532589
ORD323,Juan,Burger,Grilled,Laguna,GCash,Completed,2,387.6302482,2024-11-19T00:00:00,2024-11-20T00:00:00,775.2604964
ORD324,Juan,BBQ,Fast Food,Cavite,Cash,Cancelled,3,319.0071536,2024-11-20T00:00:00,2024-11-21T00:00:00,957.0214609
ORD325,Juan,Chicken,Fast Food,Manila,Cash,Pending,3,477.5112445,2024-11-21T00:00:00,2024-11-22T00:00:00,1432.533734
ORD326,Pedro,Chicken,Grilled,Cavite,Cash,Pending,4,200.3561266,2024-11-22T00:00:00,2024-11-23T00:00:00,801.4245065
ORD327,Jose,Pork,Grilled,Laguna,GCash,Pending,3,140.2250928,2024-11-23T00:00:00,2024-11-24T00:00:00,420.6752785
ORD328,Maria,Burger,Grilled,Laguna,Card,Completed,1,257.304594,2024-11-24T00:00:00,2024-11-25T00:00:00,257.304594
ORD329,Maria,Steak,Fried,Manila,Cash,Cancelled,2,346.6850831,2024-11-25T00:00:00,2024-11-26T00:00:00,693.3701661
ORD330,Pedro,Burger,Fast Food,Manila,Card,Completed,3,444.3195748,2024-11-26T00:00:00,2024-11-27T00:00:00,1332.958724
ORD331,Maria,Burger,Fried,Manila,Cash,Pending,1,238.4787547,2024-11-27T00:00:00,2024-11-28T00:00:00,238.4787547
ORD332,Juan,Pork,Fast Food,Cavite,Cash,Pending,3,361.5147004,2024-11-28T00:00:00,2024-11-29T00:00:00,1084.544101
ORD333,Jose,Steak,Fast Food,Cavite,GCash,Cancelled,3,240.0794724,2024-11-29T00:00:00,2024-11-30T00:00:00,720.2384172
ORD334,Ana,Pork,Fast Food,Cavite,Cash,Completed,3,346.8878332,2024-11-30T00:00:00,2024-12-01T00:00:00,1040.6635
ORD335,Maria,Steak,Fast Food,Manila,Cash,Pending,3,453.9231788,2024-12-01T00:00:00,2024-12-02T00:00:00,1361.769536
ORD336,Juan,BBQ,Fast Food,Laguna,GCash,Cancelled,3,192.5430569,2024-12-02T00:00:00,2024-12-03T00:00:00,577.6291707
ORD337,Ana,Steak,Fast Food,Laguna,Card,Completed,1,261.6966568,2024-12-03T00:00:00,2024-12-04T00:00:00,261.6966568
ORD338,Jose,Pork,Fast Food,Cavite,Cash,Completed,2,497.3060786,2024-12-04T00:00:00,2024-12-05T00:00:00,994.6121571
ORD339,Ana,Burger,Fried,Cavite,GCash,Pending,2,447.4228113,2024-12-05T00:00:00,2024-12-06T00:00:00,894.8456226
ORD340,Juan,Steak,Grilled,Laguna,Cash,Pending,2,325.8559432,2024-12-06T00:00:00,2024-12-07T00:00:00,651.7118863
ORD341,Ana,Steak,Grilled,Laguna,GCash,Completed,2,306.6510367,2024-12-07T00:00:00,2024-12-08T00:00:00,613.3020735
ORD342,Pedro,Chicken,Fried,Cavite,Card,Completed,1,213.8401529,2024-12-08T00:00:00,2024-12-09T00:00:00,213.8401529
ORD343,Ana,Burger,Fried,Cavite,Card,Pending,4,306.8837711,2024-12-09T00:00:00,2024-12-10T00:00:00,1227.535084
ORD344,Maria,BBQ,Fried,Laguna,GCash,Completed,4,439.2725993,2024-12-10T00:00:00,2024-12-11T00:00:00,1757.090397
ORD345,Maria,Pork,Fried,Manila,GCash,Pending,1,374.0698053,2024-12-11T00:00:00,2024-12-12T00:00:00,374.0698053
ORD346,Pedro,BBQ,Fast Food,Cavite,GCash,Completed,1,216.0176113,2024-12-12T00:00:00,2024-12-13T00:00:00,216.0176113
ORD347,Juan,Burger,Grilled,Laguna,Card,Pending,3,180.5855684,2024-12-13T00:00:00,2024-12-14T00:00:00,541.7567053
ORD348,Maria,Steak,Fast Food,Laguna,Cash,Cancelled,3,206.0834148,2024-12-14T00:00:00,2024-12-15T00:00:00,618.2502444
ORD349,Jose,Steak,Grilled,Laguna,Card,Pending,3,167.9036806,2024-12-15T00:00:00,2024-12-16T00:00:00,503.7110417
ORD350,Maria,Burger,Grilled,Laguna,GCash,Pending,2,138.2562784,2024-12-16T00:00:00,2024-12-17T00:00:00,276.5125568
ORD351,Maria,Steak,Fried,Manila,GCash,Cancelled,3,267.6544698,2024-12-17T00:00:00,2024-12-18T00:00:00,802.9634093
ORD352,Juan,Steak,Fast Food,Laguna,Card,Completed,4,145.3198418,2024-12-18T00:00:00,2024-12-19T00:00:00,581.279367
ORD353,Ana,Steak,Fried,Cavite,GCash,Cancelled,2,168.7650231,2024-12-19T00:00:00,2024-12-20T00:00:00,337.5300462
ORD354,Maria,Pork,Fast Food,Manila,Card,Pending,3,318.9298737,2024-12-20T00:00:00,2024-12-21T00:00:00,956.7896212
ORD355,Pedro,Pork,Grilled,Laguna,GCash,Completed,2,165.8397095,2024-12-21T00:00:00,2024-12-22T00:00:00,331.679419
ORD356,Ana,Chicken,Fried,Manila,Cash,Cancelled,4,125.551907,2024-12-22T00:00:00,2024-12-23T00:00:00,502.2076279
ORD357,Jose,BBQ,Fried,Cavite,Cash,Completed,3,226.95554,2024-12-23T00:00:00,2024-12-24T00:00:00,680.86662
ORD358,Juan,Burger,Grilled,Laguna,GCash,Completed,4,188.1276394,2024-12-24T00:00:00,2024-12-25T00:00:00,752.5105578
ORD359,Jose,Burger,Grilled,Cavite,Card,Cancelled,4,306.1220752,2024-12-25T00:00:00,2024-12-26T00:00:00,1224.488301
ORD360,Ana,Burger,Grilled,Laguna,Cash,Completed,4,140.9468338,2024-12-26T00:00:00,2024-12-27T00:00:00,563.7873353
ORD361,Ana,Chicken,Fried,Laguna,Card,Cancelled,3,400.7083151,2024-12-27T00:00:00,2024-12-28T00:00:00,1202.124945
ORD362,Ana,Pork,Fast Food,Laguna,GCash,Pending,1,462.4934078,2024-12-28T00:00:00,2024-12-29T00:00:00,462.4934078
ORD363,Jose,Chicken,Fried,Laguna,Card,Completed,3,397.3740696,2024-12-29T00:00:00,2024-12-30T00:00:00,1192.122209
ORD364,Ana,Burger,Fast Food,Laguna,Cash,Pending,4,313.130815,2024-12-30T00:00:00,2024-12-31T00:00:00,1252.52326
ORD365,Jose,BBQ,Fried,Manila,Card,Pending,3,444.2671287,2024-12-31T00:00:00,2025-01-01T00:00:00,1332.801386
ORD366,Ana,Steak,Fried,Laguna,Card,Completed,4,377.9673519,2025-01-01T00:00:00,2025-01-02T00:00:00,1511.869408
ORD367,Pedro,Pork,Grilled,Laguna,GCash,Cancelled,1,104.220449,2025-01-02T00:00:00,2025-01-03T00:00:00,104.220449
ORD368,Ana,Pork,Fast Food,Manila,GCash,Completed,2,257.6360611,2025-01-03T00:00:00,2025-01-04T00:00:00,515.2721222
ORD369,Jose,Chicken,Fried,Manila,GCash,Pending,1,440.3807598,2025-01-04T00:00:00,2025-01-05T00:00:00,440.3807598
ORD370,Maria,Pork,Fried,Manila,Cash,Pending,1,238.3435432,2025-01-05T00:00:00,2025-01-06T00:00:00,238.3435432
ORD371,Ana,Burger,Grilled,Manila,Cash,Cancelled,2,114.0860694,2025-01-06T00:00:00,2025-01-07T00:00:00,228.1721388
ORD372,Maria,Burger,Grilled,Manila,GCash,Completed,3,398.4718554,2025-01-07T00:00:00,2025-01-08T00:00:00,1195.415566
ORD373,Pedro,Chicken,Fast Food,Manila,GCash,Pending,2,420.8153081,2025-01-08T00:00:00,2025-01-09T00:00:00,841.6306162
ORD374,Juan,Burger,Fried,Laguna,Cash,Pending,3,164.237478,2025-01-09T00:00:00,2025-01-10T00:00:00,492.7124341
ORD375,Pedro,BBQ,Fast Food,Laguna,Cash,Pending,3,314.9361987,2025-01-10T00:00:00,2025-01-11T00:00:00,944.8085962
ORD376,Ana,Chicken,Fried,Cavite,Cash,Cancelled,4,176.7821756,2025-01-11T00:00:00,2025-01-12T00:00:00,707.1287024
ORD377,Maria,BBQ,Fast Food,Laguna,Cash,Pending,4,387.6937676,2025-01-12T00:00:00,2025-01-13T00:00:00,1550.77507
ORD378,Maria,Steak,Grilled,Laguna,GCash,Pending,2,208.6201821,2025-01-13T00:00:00,2025-01-14T00:00:00,417.2403641
ORD379,Jose,BBQ,Fried,Manila,Cash,Completed,1,226.486049,2025-01-14T00:00:00,2025-01-15T00:00:00,226.486049
ORD380,Maria,Steak,Fast Food,Manila,GCash,Completed,2,437.9883415,2025-01-15T00:00:00,2025-01-16T00:00:00,875.9766829
ORD381,Jose,Steak,Grilled,Laguna,Card,Pending,3,290.5289409,2025-01-16T00:00:00,2025-01-17T00:00:00,871.5868226
ORD382,Juan,BBQ,Grilled,Cavite,Card,Pending,4,367.9017805,2025-01-17T00:00:00,2025-01-18T00:00:00,1471.607122
ORD383,Ana,Chicken,Fast Food,Manila,Cash,Completed,2,260.9492203,2025-01-18T00:00:00,2025-01-19T00:00:00,521.8984406
ORD384,Jose,Burger,Fried,Laguna,Card,Cancelled,2,219.2027429,2025-01-19T00:00:00,2025-01-20T00:00:00,438.4054858
ORD385,Juan,Burger,Fried,Laguna,Card,Cancelled,4,350.1912242,2025-01-20T00:00:00,2025-01-21T00:00:00,1400.764897
ORD386,Maria,Steak,Grilled,Cavite,Card,Cancelled,4,161.9430296,2025-01-21T00:00:00,2025-01-22T00:00:00,647.7721185
ORD387,Maria,Steak,Fried,Cavite,Cash,Cancelled,4,249.1999342,2025-01-22T00:00:00,2025-01-23T00:00:00,996.7997369
ORD388,Juan,Chicken,Fried,Manila,Cash,Cancelled,3,183.614815,2025-01-23T00:00:00,2025-01-24T00:00:00,550.8444449
ORD389,Maria,Pork,Fried,Cavite,Card,Cancelled,4,378.3179868,2025-01-24T00:00:00,2025-01-25T00:00:00,1513.271947
